combined_index,source_run,source_index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens
796,random-bits-20260922-101742-274937,596,2026-09-22T10:23:04.960459+08:00,0,0.7,0.3,0.39,jev-1.13.0,818.66,310,31
797,random-bits-20260922-101742-274937,597,2026-09-22T10:23:05.779350+08:00,0,0.69,0.31,0.39,jev-1.13.0,994.05,310,31
798,random-bits-20260922-101742-274937,598,2026-09-22T10:23:06.773590+08:00,0,0.66,0.34,0.33,jev-1.13.0,535.48,310,31
799,random-bits-20260922-101742-274937,599,2026-09-22T10:23:07.309330+08:00,0,0.69,0.31,0.37,jev-1.13.0,758.66,310,31
800,random-bits-20260922-101742-274937,600,2026-09-22T10:23:08.068288+08:00,0,0.69,0.31,0.38,jev-1.13.0,548.06,310,31
801,random-bits-20260922-101742-274937,601,2026-09-22T10:23:08.616756+08:00,0,0.71,0.29,0.42,jev-1.13.0,484.77,310,31
802,random-bits-20260922-101742-274937,602,2026-09-22T10:23:09.101828+08:00,0,0.68,0.32,0.37,jev-1.13.0,533.01,310,31
803,random-bits-20260922-101742-274937,603,2026-09-22T10:23:09.635076+08:00,0,0.68,0.32,0.36,jev-1.13.0,417.33,310,31
804,random-bits-20260922-101742-274937,604,2026-09-22T10:23:10.052624+08:00,0,0.68,0.32,0.35,jev-1.13.0,503.58,310,31
805,random-bits-20260922-101742-274937,605,2026-09-22T10:23:10.556416+08:00,0,0.69,0.31,0.38,jev-1.13.0,1297.96,310,31
806,random-bits-20260922-101742-274937,606,2026-09-22T10:23:11.854662+08:00,0,0.67,0.33,0.35,jev-1.13.0,465.75,310,31
807,random-bits-20260922-101742-274937,607,2026-09-22T10:23:12.320717+08:00,0,0.67,0.33,0.33,jev-1.13.0,474.64,310,31
808,random-bits-20260922-101742-274937,608,2026-09-22T10:23:12.795572+08:00,0,0.69,0.31,0.38,jev-1.13.0,519.9,310,31
809,random-bits-20260922-101742-274937,609,2026-09-22T10:23:13.315764+08:00,0,0.66,0.34,0.33,jev-1.13.0,452.99,310,31
810,random-bits-20260922-101742-274937,610,2026-09-22T10:23:13.769015+08:00,0,0.69,0.31,0.39,jev-1.13.0,1242.96,310,31
811,random-bits-20260922-101742-274937,611,2026-09-22T10:23:15.012190+08:00,0,0.66,0.34,0.32,jev-1.13.0,452.11,310,31
812,random-bits-20260922-101742-274937,612,2026-09-22T10:23:15.464587+08:00,0,0.69,0.31,0.37,jev-1.13.0,444.58,310,31
813,random-bits-20260922-101742-274937,613,2026-09-22T10:23:15.909475+08:00,0,0.65,0.35,0.31,jev-1.13.0,422.49,310,31
814,random-bits-20260922-101742-274937,614,2026-09-22T10:23:16.332263+08:00,0,0.68,0.32,0.36,jev-1.13.0,455.23,310,31
815,random-bits-20260922-101742-274937,615,2026-09-22T10:23:16.787710+08:00,0,0.69,0.31,0.38,jev-1.13.0,498.51,310,31
816,random-bits-20260922-101742-274937,616,2026-09-22T10:23:17.286459+08:00,0,0.69,0.31,0.37,jev-1.13.0,479.05,310,31
817,random-bits-20260922-101742-274937,617,2026-09-22T10:23:17.765735+08:00,0,0.69,0.31,0.38,jev-1.13.0,457.41,310,31
818,random-bits-20260922-101742-274937,618,2026-09-22T10:23:18.223367+08:00,0,0.67,0.33,0.34,jev-1.13.0,481.14,310,31
819,random-bits-20260922-101742-274937,619,2026-09-22T10:23:18.704740+08:00,0,0.69,0.31,0.37,jev-1.13.0,493.25,310,31
820,random-bits-20260922-101742-274937,620,2026-09-22T10:23:19.198206+08:00,0,0.69,0.31,0.38,jev-1.13.0,815.13,310,31
821,random-bits-20260922-101742-274937,621,2026-09-22T10:23:20.013603+08:00,0,0.71,0.29,0.42,jev-1.13.0,519.15,310,31
822,random-bits-20260922-101742-274937,622,2026-09-22T10:23:20.533017+08:00,0,0.69,0.31,0.38,jev-1.13.0,442.0,310,31
823,random-bits-20260922-101742-274937,623,2026-09-22T10:23:20.975290+08:00,0,0.69,0.31,0.38,jev-1.13.0,798.7,310,31
824,random-bits-20260922-101742-274937,624,2026-09-22T10:23:21.774282+08:00,0,0.68,0.32,0.37,jev-1.13.0,490.04,310,31
825,random-bits-20260922-101742-274937,625,2026-09-22T10:23:22.264551+08:00,0,0.69,0.31,0.38,jev-1.13.0,454.64,310,31
826,random-bits-20260922-101742-274937,626,2026-09-22T10:23:22.719424+08:00,0,0.67,0.33,0.34,jev-1.13.0,486.29,310,31
827,random-bits-20260922-101742-274937,627,2026-09-22T10:23:23.205964+08:00,0,0.7,0.3,0.4,jev-1.13.0,451.68,310,31
828,random-bits-20260922-101742-274937,628,2026-09-22T10:23:23.657926+08:00,0,0.71,0.29,0.42,jev-1.13.0,1232.02,310,31
829,random-bits-20260922-101742-274937,629,2026-09-22T10:23:24.890247+08:00,0,0.7,0.3,0.4,jev-1.13.0,439.89,310,31
830,random-bits-20260922-101742-274937,630,2026-09-22T10:23:25.330348+08:00,0,0.68,0.32,0.36,jev-1.13.0,447.76,310,31
831,random-bits-20260922-101742-274937,631,2026-09-22T10:23:25.778351+08:00,0,0.7,0.3,0.39,jev-1.13.0,471.54,310,31
832,random-bits-20260922-101742-274937,632,2026-09-22T10:23:26.250206+08:00,0,0.67,0.33,0.34,jev-1.13.0,474.93,310,31
833,random-bits-20260922-101742-274937,633,2026-09-22T10:23:26.725401+08:00,0,0.68,0.32,0.36,jev-1.13.0,432.01,310,31
834,random-bits-20260922-101742-274937,634,2026-09-22T10:23:27.157714+08:00,0,0.69,0.31,0.38,jev-1.13.0,440.62,310,31
835,random-bits-20260922-101742-274937,635,2026-09-22T10:23:27.598656+08:00,0,0.71,0.29,0.42,jev-1.13.0,483.16,310,31
836,random-bits-20260922-101742-274937,636,2026-09-22T10:23:28.082524+08:00,0,0.68,0.32,0.36,jev-1.13.0,473.19,310,31
837,random-bits-20260922-101742-274937,637,2026-09-22T10:23:28.556003+08:00,0,0.67,0.33,0.33,jev-1.13.0,432.36,310,31
838,random-bits-20260922-101742-274937,638,2026-09-22T10:23:28.988583+08:00,0,0.69,0.31,0.39,jev-1.13.0,486.91,310,31
839,random-bits-20260922-101742-274937,639,2026-09-22T10:23:29.475778+08:00,0,0.68,0.32,0.35,jev-1.13.0,985.35,310,31
840,random-bits-20260922-101742-274937,640,2026-09-22T10:23:30.461354+08:00,0,0.69,0.31,0.38,jev-1.13.0,861.13,310,31
841,random-bits-20260922-101742-274937,641,2026-09-22T10:23:31.322826+08:00,0,0.69,0.31,0.39,jev-1.13.0,473.31,310,31
842,random-bits-20260922-101742-274937,642,2026-09-22T10:23:31.796414+08:00,0,0.7,0.3,0.4,jev-1.13.0,436.21,310,31
843,random-bits-20260922-101742-274937,643,2026-09-22T10:23:32.232952+08:00,0,0.67,0.33,0.34,jev-1.13.0,431.02,310,31
844,random-bits-20260922-101742-274937,644,2026-09-22T10:23:32.664262+08:00,0,0.68,0.32,0.35,jev-1.13.0,791.06,310,31
845,random-bits-20260922-101742-274937,645,2026-09-22T10:23:33.455567+08:00,0,0.68,0.32,0.36,jev-1.13.0,465.91,310,31
846,random-bits-20260922-101742-274937,646,2026-09-22T10:23:33.921790+08:00,0,0.68,0.32,0.36,jev-1.13.0,492.11,310,31
847,random-bits-20260922-101742-274937,647,2026-09-22T10:23:34.414165+08:00,0,0.69,0.31,0.39,jev-1.13.0,445.16,310,31
848,random-bits-20260922-101742-274937,648,2026-09-22T10:23:34.859557+08:00,0,0.68,0.32,0.36,jev-1.13.0,1228.37,310,31
849,random-bits-20260922-101742-274937,649,2026-09-22T10:23:36.088205+08:00,0,0.68,0.32,0.36,jev-1.13.0,788.39,310,31
850,random-bits-20260922-101742-274937,650,2026-09-22T10:23:36.876884+08:00,0,0.7,0.3,0.4,jev-1.13.0,453.01,310,31
851,random-bits-20260922-101742-274937,651,2026-09-22T10:23:37.330234+08:00,0,0.7,0.3,0.4,jev-1.13.0,465.91,310,31
852,random-bits-20260922-101742-274937,652,2026-09-22T10:23:37.796359+08:00,0,0.69,0.31,0.37,jev-1.13.0,445.5,310,31
853,random-bits-20260922-101742-274937,653,2026-09-22T10:23:38.242129+08:00,0,0.67,0.33,0.34,jev-1.13.0,442.0,310,31
854,random-bits-20260922-101742-274937,654,2026-09-22T10:23:38.684433+08:00,0,0.69,0.31,0.39,jev-1.13.0,1216.64,310,31
855,random-bits-20260922-101742-274937,655,2026-09-22T10:23:39.901380+08:00,0,0.7,0.3,0.39,jev-1.13.0,608.0,310,31
856,random-bits-20260922-101742-274937,656,2026-09-22T10:23:40.509621+08:00,0,0.71,0.29,0.42,jev-1.13.0,512.19,310,31
857,random-bits-20260922-101742-274937,657,2026-09-22T10:23:41.022106+08:00,0,0.67,0.33,0.33,jev-1.13.0,456.12,310,31
858,random-bits-20260922-101742-274937,658,2026-09-22T10:23:41.478516+08:00,0,0.68,0.32,0.35,jev-1.13.0,1256.89,310,31
859,random-bits-20260922-101742-274937,659,2026-09-22T10:23:42.735695+08:00,0,0.7,0.3,0.4,jev-1.13.0,1767.08,310,31
860,random-bits-20260922-101742-274937,660,2026-09-22T10:23:44.503041+08:00,0,0.7,0.3,0.4,jev-1.13.0,478.84,310,31
861,random-bits-20260922-101742-274937,661,2026-09-22T10:23:44.982205+08:00,0,0.7,0.3,0.39,jev-1.13.0,1246.12,310,31
862,random-bits-20260922-101742-274937,662,2026-09-22T10:23:46.228539+08:00,0,0.66,0.34,0.32,jev-1.13.0,451.75,310,31
863,random-bits-20260922-101742-274937,663,2026-09-22T10:23:46.680660+08:00,0,0.7,0.3,0.41,jev-1.13.0,459.72,310,31
864,random-bits-20260922-101742-274937,664,2026-09-22T10:23:47.140722+08:00,0,0.7,0.3,0.4,jev-1.13.0,967.65,310,31
865,random-bits-20260922-101742-274937,665,2026-09-22T10:23:48.108704+08:00,0,0.67,0.33,0.33,jev-1.13.0,851.56,310,31
866,random-bits-20260922-101742-274937,666,2026-09-22T10:23:48.960490+08:00,0,0.67,0.33,0.34,jev-1.13.0,487.32,310,31
867,random-bits-20260922-101742-274937,667,2026-09-22T10:23:49.448164+08:00,0,0.7,0.3,0.4,jev-1.13.0,450.15,310,31
868,random-bits-20260922-101742-274937,668,2026-09-22T10:23:49.898550+08:00,0,0.68,0.32,0.36,jev-1.13.0,526.13,310,31
869,random-bits-20260922-101742-274937,669,2026-09-22T10:23:50.424928+08:00,0,0.69,0.31,0.38,jev-1.13.0,827.35,310,31
870,random-bits-20260922-101742-274937,670,2026-09-22T10:23:51.252484+08:00,0,0.69,0.31,0.37,jev-1.13.0,512.63,310,31
871,random-bits-20260922-101742-274937,671,2026-09-22T10:23:51.765392+08:00,0,0.7,0.3,0.41,jev-1.13.0,451.09,310,31
872,random-bits-20260922-101742-274937,672,2026-09-22T10:23:52.216743+08:00,0,0.67,0.33,0.34,jev-1.13.0,467.7,310,31
873,random-bits-20260922-101742-274937,673,2026-09-22T10:23:52.684742+08:00,0,0.65,0.35,0.29,jev-1.13.0,474.25,310,31
874,random-bits-20260922-101742-274937,674,2026-09-22T10:23:53.159301+08:00,0,0.69,0.31,0.39,jev-1.13.0,462.67,310,31
875,random-bits-20260922-101742-274937,675,2026-09-22T10:23:53.622206+08:00,0,0.67,0.33,0.33,jev-1.13.0,511.01,310,31
876,random-bits-20260922-101742-274937,676,2026-09-22T10:23:54.133449+08:00,0,0.67,0.33,0.34,jev-1.13.0,502.9,310,31
877,random-bits-20260922-101742-274937,677,2026-09-22T10:23:54.636699+08:00,0,0.72,0.28,0.43,jev-1.13.0,474.7,310,31
878,random-bits-20260922-101742-274937,678,2026-09-22T10:23:55.111615+08:00,0,0.67,0.33,0.34,jev-1.13.0,520.34,310,31
879,random-bits-20260922-101742-274937,679,2026-09-22T10:23:55.632245+08:00,0,0.67,0.33,0.35,jev-1.13.0,475.44,310,31
880,random-bits-20260922-101742-274937,680,2026-09-22T10:23:56.107983+08:00,0,0.68,0.32,0.37,jev-1.13.0,490.1,310,31
881,random-bits-20260922-101742-274937,681,2026-09-22T10:23:56.598339+08:00,0,0.7,0.3,0.39,jev-1.13.0,526.87,310,31
882,random-bits-20260922-101742-274937,682,2026-09-22T10:23:57.125505+08:00,0,0.7,0.3,0.4,jev-1.13.0,569.0,310,31
883,random-bits-20260922-101742-274937,683,2026-09-22T10:23:57.694751+08:00,0,0.67,0.33,0.35,jev-1.13.0,450.68,310,31
884,random-bits-20260922-101742-274937,684,2026-09-22T10:23:58.145716+08:00,0,0.69,0.31,0.38,jev-1.13.0,1260.0,310,31
885,random-bits-20260922-101742-274937,685,2026-09-22T10:23:59.405928+08:00,0,0.69,0.31,0.38,jev-1.13.0,616.67,310,31
886,random-bits-20260922-101742-274937,686,2026-09-22T10:24:00.022854+08:00,0,0.72,0.28,0.45,jev-1.13.0,455.48,310,31
887,random-bits-20260922-101742-274937,687,2026-09-22T10:24:00.478555+08:00,0,0.72,0.28,0.44,jev-1.13.0,433.89,310,31
888,random-bits-20260922-101742-274937,688,2026-09-22T10:24:00.912715+08:00,0,0.67,0.33,0.35,jev-1.13.0,820.53,310,31
889,random-bits-20260922-101742-274937,689,2026-09-22T10:24:01.733560+08:00,0,0.66,0.34,0.32,jev-1.13.0,464.95,310,31
890,random-bits-20260922-101742-274937,690,2026-09-22T10:24:02.198803+08:00,0,0.7,0.3,0.4,jev-1.13.0,504.08,310,31
891,random-bits-20260922-101742-274937,691,2026-09-22T10:24:02.703161+08:00,0,0.68,0.32,0.35,jev-1.13.0,426.13,310,31
892,random-bits-20260922-101742-274937,692,2026-09-22T10:24:03.129642+08:00,0,0.7,0.3,0.39,jev-1.13.0,490.93,310,31
893,random-bits-20260922-101742-274937,693,2026-09-22T10:24:03.620865+08:00,0,0.73,0.27,0.45,jev-1.13.0,462.42,310,31
894,random-bits-20260922-101742-274937,694,2026-09-22T10:24:04.083592+08:00,0,0.68,0.32,0.36,jev-1.13.0,484.11,310,31
895,random-bits-20260922-101742-274937,695,2026-09-22T10:24:04.567951+08:00,0,0.68,0.32,0.36,jev-1.13.0,470.87,310,31
896,random-bits-20260922-101742-274937,696,2026-09-22T10:24:05.039122+08:00,0,0.69,0.31,0.37,jev-1.13.0,500.01,310,31
897,random-bits-20260922-101742-274937,697,2026-09-22T10:24:05.539372+08:00,0,0.71,0.29,0.42,jev-1.13.0,975.62,310,31
898,random-bits-20260922-101742-274937,698,2026-09-22T10:24:06.515208+08:00,0,0.67,0.33,0.35,jev-1.13.0,428.31,310,31
899,random-bits-20260922-101742-274937,699,2026-09-22T10:24:06.943726+08:00,0,0.7,0.3,0.39,jev-1.13.0,1232.14,310,31
900,random-bits-20260922-101742-274937,700,2026-09-22T10:24:08.176104+08:00,0,0.7,0.3,0.41,jev-1.13.0,771.69,310,31
901,random-bits-20260922-101742-274937,701,2026-09-22T10:24:08.948024+08:00,0,0.68,0.32,0.37,jev-1.13.0,452.27,310,31
902,random-bits-20260922-101742-274937,702,2026-09-22T10:24:09.400536+08:00,0,0.7,0.3,0.4,jev-1.13.0,544.43,310,31
903,random-bits-20260922-101742-274937,703,2026-09-22T10:24:09.945191+08:00,0,0.69,0.31,0.38,jev-1.13.0,508.49,310,31
904,random-bits-20260922-101742-274937,704,2026-09-22T10:24:10.453997+08:00,0,0.7,0.3,0.41,jev-1.13.0,496.53,310,31
905,random-bits-20260922-101742-274937,705,2026-09-22T10:24:10.950830+08:00,0,0.67,0.33,0.34,jev-1.13.0,487.14,310,31
906,random-bits-20260922-101742-274937,706,2026-09-22T10:24:11.438189+08:00,0,0.67,0.33,0.34,jev-1.13.0,1267.27,310,31
907,random-bits-20260922-101742-274937,707,2026-09-22T10:24:12.705730+08:00,0,0.69,0.31,0.39,jev-1.13.0,601.83,310,31
908,random-bits-20260922-101742-274937,708,2026-09-22T10:24:13.307780+08:00,0,0.69,0.31,0.38,jev-1.13.0,791.45,310,31
909,random-bits-20260922-101742-274937,709,2026-09-22T10:24:14.099523+08:00,0,0.7,0.3,0.4,jev-1.13.0,458.42,310,31
910,random-bits-20260922-101742-274937,710,2026-09-22T10:24:14.558177+08:00,0,0.69,0.31,0.37,jev-1.13.0,419.95,310,31
911,random-bits-20260922-101742-274937,711,2026-09-22T10:24:14.978423+08:00,0,0.7,0.3,0.4,jev-1.13.0,472.32,310,31
912,random-bits-20260922-101742-274937,712,2026-09-22T10:24:15.450979+08:00,0,0.69,0.31,0.38,jev-1.13.0,441.46,310,31
913,random-bits-20260922-101742-274937,713,2026-09-22T10:24:15.892673+08:00,0,0.68,0.32,0.37,jev-1.13.0,1164.73,310,31
914,random-bits-20260922-101742-274937,714,2026-09-22T10:24:17.057670+08:00,0,0.7,0.3,0.39,jev-1.13.0,408.51,310,31
915,random-bits-20260922-101742-274937,715,2026-09-22T10:24:17.466470+08:00,0,0.69,0.31,0.39,jev-1.13.0,476.39,310,31
916,random-bits-20260922-101742-274937,716,2026-09-22T10:24:17.943129+08:00,0,0.72,0.28,0.44,jev-1.13.0,1470.17,310,31
917,random-bits-20260922-101742-274937,717,2026-09-22T10:24:19.413620+08:00,0,0.68,0.32,0.37,jev-1.13.0,469.98,310,31
918,random-bits-20260922-101742-274937,718,2026-09-22T10:24:19.883826+08:00,0,0.68,0.32,0.36,jev-1.13.0,1267.01,310,31
919,random-bits-20260922-101742-274937,719,2026-09-22T10:24:21.151072+08:00,0,0.7,0.3,0.39,jev-1.13.0,485.96,310,31
920,random-bits-20260922-101742-274937,720,2026-09-22T10:24:21.637313+08:00,0,0.67,0.33,0.34,jev-1.13.0,490.41,310,31
921,random-bits-20260922-101742-274937,721,2026-09-22T10:24:22.128064+08:00,0,0.68,0.32,0.36,jev-1.13.0,1231.87,310,31
922,random-bits-20260922-101742-274937,722,2026-09-22T10:24:23.360227+08:00,0,0.69,0.31,0.37,jev-1.13.0,467.5,310,31
923,random-bits-20260922-101742-274937,723,2026-09-22T10:24:23.827964+08:00,0,0.69,0.31,0.37,jev-1.13.0,457.74,310,31
924,random-bits-20260922-101742-274937,724,2026-09-22T10:24:24.285923+08:00,0,0.68,0.32,0.35,jev-1.13.0,1250.0,310,31
925,random-bits-20260922-101742-274937,725,2026-09-22T10:24:25.536226+08:00,0,0.7,0.3,0.4,jev-1.13.0,552.96,310,31
926,random-bits-20260922-101742-274937,726,2026-09-22T10:24:26.089406+08:00,0,0.71,0.29,0.41,jev-1.13.0,435.09,310,31
927,random-bits-20260922-101742-274937,727,2026-09-22T10:24:26.524716+08:00,0,0.68,0.32,0.36,jev-1.13.0,424.85,310,31
928,random-bits-20260922-101742-274937,728,2026-09-22T10:24:26.949769+08:00,0,0.69,0.31,0.38,jev-1.13.0,1204.94,310,31
929,random-bits-20260922-101742-274937,729,2026-09-22T10:24:28.155067+08:00,0,0.69,0.31,0.39,jev-1.13.0,504.1,310,31
930,random-bits-20260922-101742-274937,730,2026-09-22T10:24:28.659392+08:00,0,0.71,0.29,0.42,jev-1.13.0,480.4,310,31
931,random-bits-20260922-101742-274937,731,2026-09-22T10:24:29.140081+08:00,0,0.68,0.32,0.37,jev-1.13.0,464.74,310,31
932,random-bits-20260922-101742-274937,732,2026-09-22T10:24:29.605055+08:00,0,0.69,0.31,0.38,jev-1.13.0,1318.64,310,31
933,random-bits-20260922-101742-274937,733,2026-09-22T10:24:30.923927+08:00,0,0.68,0.32,0.37,jev-1.13.0,1245.67,310,31
934,random-bits-20260922-101742-274937,734,2026-09-22T10:24:32.169873+08:00,0,0.67,0.33,0.34,jev-1.13.0,1299.0,310,31
935,random-bits-20260922-101742-274937,735,2026-09-22T10:24:33.469082+08:00,0,0.68,0.32,0.36,jev-1.13.0,412.19,310,31
936,random-bits-20260922-101742-274937,736,2026-09-22T10:24:33.881569+08:00,0,0.71,0.29,0.42,jev-1.13.0,452.04,310,31
937,random-bits-20260922-101742-274937,737,2026-09-22T10:24:34.333910+08:00,0,0.7,0.3,0.4,jev-1.13.0,433.45,310,31
938,random-bits-20260922-101742-274937,738,2026-09-22T10:24:34.767571+08:00,0,0.68,0.32,0.36,jev-1.13.0,441.87,310,31
939,random-bits-20260922-101742-274937,739,2026-09-22T10:24:35.209660+08:00,0,0.69,0.31,0.38,jev-1.13.0,390.85,310,31
940,random-bits-20260922-101742-274937,740,2026-09-22T10:24:35.600806+08:00,0,0.67,0.33,0.34,jev-1.13.0,1283.32,310,31
941,random-bits-20260922-101742-274937,741,2026-09-22T10:24:36.884400+08:00,0,0.7,0.3,0.4,jev-1.13.0,1214.3,310,31
942,random-bits-20260922-101742-274937,742,2026-09-22T10:24:38.098987+08:00,0,0.69,0.31,0.38,jev-1.13.0,783.34,310,31
943,random-bits-20260922-101742-274937,743,2026-09-22T10:24:38.882545+08:00,0,0.69,0.31,0.39,jev-1.13.0,461.66,310,31
944,random-bits-20260922-101742-274937,744,2026-09-22T10:24:39.344509+08:00,0,0.67,0.33,0.34,jev-1.13.0,488.32,310,31
945,random-bits-20260922-101742-274937,745,2026-09-22T10:24:39.833071+08:00,0,0.69,0.31,0.38,jev-1.13.0,501.67,310,31
946,random-bits-20260922-101742-274937,746,2026-09-22T10:24:40.334944+08:00,0,0.68,0.32,0.36,jev-1.13.0,491.37,310,31
947,random-bits-20260922-101742-274937,747,2026-09-22T10:24:40.826539+08:00,0,0.7,0.3,0.4,jev-1.13.0,444.97,310,31
948,random-bits-20260922-101742-274937,748,2026-09-22T10:24:41.271786+08:00,0,0.72,0.28,0.43,jev-1.13.0,460.99,310,31
949,random-bits-20260922-101742-274937,749,2026-09-22T10:24:41.732985+08:00,0,0.69,0.31,0.37,jev-1.13.0,464.31,310,31
950,random-bits-20260922-101742-274937,750,2026-09-22T10:24:42.197541+08:00,0,0.67,0.33,0.35,jev-1.13.0,460.49,310,31
951,random-bits-20260922-101742-274937,751,2026-09-22T10:24:42.658335+08:00,0,0.68,0.32,0.36,jev-1.13.0,471.49,310,31
952,random-bits-20260922-101742-274937,752,2026-09-22T10:24:43.130112+08:00,0,0.69,0.31,0.38,jev-1.13.0,515.76,310,31
953,random-bits-20260922-101742-274937,753,2026-09-22T10:24:43.646142+08:00,0,0.68,0.32,0.35,jev-1.13.0,472.66,310,31
954,random-bits-20260922-101742-274937,754,2026-09-22T10:24:44.119018+08:00,0,0.66,0.34,0.33,jev-1.13.0,1268.46,310,31
955,random-bits-20260922-101742-274937,755,2026-09-22T10:24:45.387771+08:00,0,0.7,0.3,0.4,jev-1.13.0,1427.38,310,31
956,random-bits-20260922-101742-274937,756,2026-09-22T10:24:46.815352+08:00,0,0.69,0.31,0.38,jev-1.13.0,514.49,310,31
957,random-bits-20260922-101742-274937,757,2026-09-22T10:24:47.330119+08:00,0,0.68,0.32,0.36,jev-1.13.0,486.56,310,31
958,random-bits-20260922-101742-274937,758,2026-09-22T10:24:47.816910+08:00,0,0.69,0.31,0.37,jev-1.13.0,459.49,310,31
959,random-bits-20260922-101742-274937,759,2026-09-22T10:24:48.276619+08:00,0,0.69,0.31,0.37,jev-1.13.0,506.46,310,31
960,random-bits-20260922-101742-274937,760,2026-09-22T10:24:48.783358+08:00,0,0.67,0.33,0.34,jev-1.13.0,458.25,310,31
961,random-bits-20260922-101742-274937,761,2026-09-22T10:24:49.241926+08:00,0,0.69,0.31,0.38,jev-1.13.0,445.42,310,31
962,random-bits-20260922-101742-274937,762,2026-09-22T10:24:49.687597+08:00,0,0.69,0.31,0.37,jev-1.13.0,1531.81,310,31
963,random-bits-20260922-101742-274937,763,2026-09-22T10:24:51.219632+08:00,0,0.68,0.32,0.36,jev-1.13.0,443.56,310,31
964,random-bits-20260922-101742-274937,764,2026-09-22T10:24:51.663461+08:00,0,0.68,0.32,0.35,jev-1.13.0,486.62,310,31
965,random-bits-20260922-101742-274937,765,2026-09-22T10:24:52.150408+08:00,0,0.7,0.3,0.39,jev-1.13.0,786.25,310,31
966,random-bits-20260922-101742-274937,766,2026-09-22T10:24:52.936970+08:00,0,0.68,0.32,0.36,jev-1.13.0,456.87,310,31
967,random-bits-20260922-101742-274937,767,2026-09-22T10:24:53.394061+08:00,0,0.69,0.31,0.37,jev-1.13.0,1507.23,310,31
968,random-bits-20260922-101742-274937,768,2026-09-22T10:24:54.901588+08:00,0,0.66,0.34,0.33,jev-1.13.0,820.62,310,31
969,random-bits-20260922-101742-274937,769,2026-09-22T10:24:55.722439+08:00,0,0.66,0.34,0.33,jev-1.13.0,481.91,310,31
970,random-bits-20260922-101742-274937,770,2026-09-22T10:24:56.204574+08:00,0,0.69,0.31,0.38,jev-1.13.0,479.55,310,31
971,random-bits-20260922-101742-274937,771,2026-09-22T10:24:56.684393+08:00,0,0.7,0.3,0.4,jev-1.13.0,500.4,310,31
972,random-bits-20260922-101742-274937,772,2026-09-22T10:24:57.185001+08:00,0,0.69,0.31,0.39,jev-1.13.0,471.54,310,31
973,random-bits-20260922-101742-274937,773,2026-09-22T10:24:57.656772+08:00,0,0.71,0.29,0.41,jev-1.13.0,824.73,310,31
974,random-bits-20260922-101742-274937,774,2026-09-22T10:24:58.481716+08:00,0,0.68,0.32,0.36,jev-1.13.0,775.19,310,31
975,random-bits-20260922-101742-274937,775,2026-09-22T10:24:59.257221+08:00,0,0.69,0.31,0.38,jev-1.13.0,479.14,310,31
976,random-bits-20260922-101742-274937,776,2026-09-22T10:24:59.736807+08:00,0,0.71,0.29,0.42,jev-1.13.0,501.6,310,31
977,random-bits-20260922-101742-274937,777,2026-09-22T10:25:00.238629+08:00,0,0.7,0.3,0.4,jev-1.13.0,441.15,310,31
978,random-bits-20260922-101742-274937,778,2026-09-22T10:25:00.680052+08:00,0,0.69,0.31,0.39,jev-1.13.0,460.83,310,31
979,random-bits-20260922-101742-274937,779,2026-09-22T10:25:01.141188+08:00,0,0.69,0.31,0.39,jev-1.13.0,453.41,310,31
980,random-bits-20260922-101742-274937,780,2026-09-22T10:25:01.594829+08:00,0,0.7,0.3,0.4,jev-1.13.0,479.96,310,31
981,random-bits-20260922-101742-274937,781,2026-09-22T10:25:02.075034+08:00,0,0.7,0.3,0.4,jev-1.13.0,494.7,310,31
982,random-bits-20260922-101742-274937,782,2026-09-22T10:25:02.569944+08:00,0,0.69,0.31,0.38,jev-1.13.0,492.78,310,31
983,random-bits-20260922-101742-274937,783,2026-09-22T10:25:03.063013+08:00,0,0.67,0.33,0.35,jev-1.13.0,457.4,310,31
984,random-bits-20260922-101742-274937,784,2026-09-22T10:25:03.520646+08:00,0,0.68,0.32,0.35,jev-1.13.0,559.24,310,31
985,random-bits-20260922-101742-274937,785,2026-09-22T10:25:04.080106+08:00,0,0.7,0.3,0.39,jev-1.13.0,510.06,310,31
986,random-bits-20260922-101742-274937,786,2026-09-22T10:25:04.590463+08:00,0,0.69,0.31,0.38,jev-1.13.0,996.4,310,31
987,random-bits-20260922-101742-274937,787,2026-09-22T10:25:05.587084+08:00,0,0.71,0.29,0.42,jev-1.13.0,594.31,310,31
988,random-bits-20260922-101742-274937,788,2026-09-22T10:25:06.181670+08:00,0,0.7,0.3,0.4,jev-1.13.0,488.3,310,31
989,random-bits-20260922-101742-274937,789,2026-09-22T10:25:06.670237+08:00,0,0.67,0.33,0.33,jev-1.13.0,452.65,310,31
990,random-bits-20260922-101742-274937,790,2026-09-22T10:25:07.123144+08:00,0,0.7,0.3,0.39,jev-1.13.0,516.97,310,31
991,random-bits-20260922-101742-274937,791,2026-09-22T10:25:07.640424+08:00,0,0.71,0.29,0.42,jev-1.13.0,463.88,310,31
992,random-bits-20260922-101742-274937,792,2026-09-22T10:25:08.104515+08:00,0,0.72,0.28,0.43,jev-1.13.0,936.03,310,31
993,random-bits-20260922-101742-274937,793,2026-09-22T10:25:09.040833+08:00,0,0.68,0.32,0.37,jev-1.13.0,486.47,310,31
